grouping,outcome,scope,sensitivity,n_vertex_excluded,n_cells,n_cells_open,n_cells_closed,n_models_open,n_models_closed,prop_open,prop_closed,risk_difference,rd_ci_lo,rd_ci_hi,n_boot,n_clusters,or,or_ci_lo,or_ci_hi,p_gee_wald,or_degenerate,p_signflip,n_questions_signflip,n_perm,confound_note,p_gee_wald_holm,holm_family
open_vs_closed,flip_rate_replicates,pooled_arm_adjusted,main,0,1788,1651,137,3,1,0.13567534827377348,0.11678832116788321,0.01888702710589027,-0.057004749509950416,0.08528588868733329,5000,314,1.0053860956168985,0.516888160101818,1.955551082966731,0.9873739552467482,False,0.9466526673666317,52,20000,"closed group = exactly 1 model (gemini), and gemini is also the ONLY model affected by the Vertex temperature-drop deviation in openrouter_B replicates (91 of its cells). The open/closed contrast on flip rate is therefore doubly confounded: model identity AND protocol deviation both land on the same side of the contrast. See sensitivity='excl_vertex_gemini_B'.",0.9873739552467482,"open_vs_closed:flip_rate_replicates main (pooled + 3 arms + condition_A_all_arms, n=5)"
open_vs_closed,flip_rate_replicates,pooled_arm_adjusted,excl_vertex_gemini_B,91,1697,1651,46,3,1,0.13567534827377348,0.08695652173913043,0.048718826534643045,-0.07321901825781847,0.1391973784124503,5000,313,1.844997046119671,0.48240570944109934,7.056330457062995,0.3708425789536719,False,0.9428528573571321,15,20000,"closed group = exactly 1 model (gemini), and gemini is also the ONLY model affected by the Vertex temperature-drop deviation in openrouter_B replicates (91 of its cells). The open/closed contrast on flip rate is therefore doubly confounded: model identity AND protocol deviation both land on the same side of the contrast. See sensitivity='excl_vertex_gemini_B'.",,"not corrected (robustness/sensitivity check on the main-row hypothesis, not an added hypothesis)"
open_vs_closed,flip_rate_replicates,openrouter_A,main,0,406,388,18,3,1,0.19845360824742267,0.0,0.19845360824742267,0.14766839378238342,0.25257731958762886,5000,135,,,,,True,0.062096895155242235,7,20000,"closed group = exactly 1 model (gemini), and gemini is also the ONLY model affected by the Vertex temperature-drop deviation in openrouter_B replicates (91 of its cells). The open/closed contrast on flip rate is therefore doubly confounded: model identity AND protocol deviation both land on the same side of the contrast. See sensitivity='excl_vertex_gemini_B'.",,"open_vs_closed:flip_rate_replicates main (pooled + 3 arms + condition_A_all_arms, n=5) — EXCLUDED from Holm set: GEE degenerate (zero-cell 2x2, perfect separation), see or_degenerate/confound_note"
open_vs_closed,flip_rate_replicates,openrouter_A,excl_vertex_gemini_B,0,406,388,18,3,1,0.19845360824742267,0.0,0.19845360824742267,0.14766839378238342,0.25257731958762886,5000,135,,,,,True,0.062096895155242235,7,20000,"closed group = exactly 1 model (gemini), and gemini is also the ONLY model affected by the Vertex temperature-drop deviation in openrouter_B replicates (91 of its cells). The open/closed contrast on flip rate is therefore doubly confounded: model identity AND protocol deviation both land on the same side of the contrast. See sensitivity='excl_vertex_gemini_B'.",,"not corrected (robustness/sensitivity check on the main-row hypothesis, not an added hypothesis)"
open_vs_closed,flip_rate_replicates,openrouter_B,main,0,1057,964,93,3,1,0.10995850622406639,0.15053763440860216,-0.04057912818453577,-0.1420247491746128,0.048498692647324,5000,296,0.6346447487850414,0.3167403991519169,1.2716216757914975,0.1997295428735405,False,0.3330833458327084,45,20000,"closed group = exactly 1 model (gemini), and gemini is also the ONLY model affected by the Vertex temperature-drop deviation in openrouter_B replicates (91 of its cells). The open/closed contrast on flip rate is therefore doubly confounded: model identity AND protocol deviation both land on the same side of the contrast. See sensitivity='excl_vertex_gemini_B'.",0.5991886286206215,"open_vs_closed:flip_rate_replicates main (pooled + 3 arms + condition_A_all_arms, n=5)"
open_vs_closed,flip_rate_replicates,openrouter_B,excl_vertex_gemini_B,91,966,964,2,3,1,0.10995850622406639,1.0,-0.8900414937759336,-0.9139140194544588,-0.863843177937712,5000,294,,,,,True,1.0,1,20000,"closed group = exactly 1 model (gemini), and gemini is also the ONLY model affected by the Vertex temperature-drop deviation in openrouter_B replicates (91 of its cells). The open/closed contrast on flip rate is therefore doubly confounded: model identity AND protocol deviation both land on the same side of the contrast. See sensitivity='excl_vertex_gemini_B'.",,"not corrected (robustness/sensitivity check on the main-row hypothesis, not an added hypothesis)"
open_vs_closed,flip_rate_replicates,tailscale_A,main,0,325,299,26,3,1,0.13712374581939799,0.07692307692307693,0.06020066889632106,-0.0636444274679569,0.1625010738831615,5000,115,1.743228489668952,0.4413408989531689,6.885483702963931,0.4278106309686347,False,0.6222188890555472,11,20000,"closed group = exactly 1 model (gemini), and gemini is also the ONLY model affected by the Vertex temperature-drop deviation in openrouter_B replicates (91 of its cells). The open/closed contrast on flip rate is therefore doubly confounded: model identity AND protocol deviation both land on the same side of the contrast. See sensitivity='excl_vertex_gemini_B'.",0.8556212619372694,"open_vs_closed:flip_rate_replicates main (pooled + 3 arms + condition_A_all_arms, n=5)"
open_vs_closed,flip_rate_replicates,tailscale_A,excl_vertex_gemini_B,0,325,299,26,3,1,0.13712374581939799,0.07692307692307693,0.06020066889632106,-0.0636444274679569,0.1625010738831615,5000,115,1.743228489668952,0.4413408989531689,6.885483702963931,0.4278106309686347,False,0.6222188890555472,11,20000,"closed group = exactly 1 model (gemini), and gemini is also the ONLY model affected by the Vertex temperature-drop deviation in openrouter_B replicates (91 of its cells). The open/closed contrast on flip rate is therefore doubly confounded: model identity AND protocol deviation both land on the same side of the contrast. See sensitivity='excl_vertex_gemini_B'.",,"not corrected (robustness/sensitivity check on the main-row hypothesis, not an added hypothesis)"
open_vs_closed,flip_rate_replicates,condition_A_all_arms,main,0,731,687,44,3,1,0.1717612809315866,0.045454545454545456,0.12630673547704113,0.037985188898384946,0.19418986125690763,5000,161,4.690773963032875,0.8548395150998434,25.73975580632489,0.07516928833962083,False,0.09699515024248788,13,20000,"closed group = exactly 1 model (gemini), and gemini is also the ONLY model affected by the Vertex temperature-drop deviation in openrouter_B replicates (91 of its cells). The open/closed contrast on flip rate is therefore doubly confounded: model identity AND protocol deviation both land on the same side of the contrast. See sensitivity='excl_vertex_gemini_B'. ADDITIONALLY: this scope pools openrouter_A and tailscale_A (condition A across both providers) — descriptive completeness only; the clean condition-A-vs-B comparison (provider held fixed) uses the openrouter_A/openrouter_B rows, not this one.",0.30067715335848333,"open_vs_closed:flip_rate_replicates main (pooled + 3 arms + condition_A_all_arms, n=5)"
open_vs_closed,flip_rate_replicates,condition_A_all_arms,excl_vertex_gemini_B,0,731,687,44,3,1,0.1717612809315866,0.045454545454545456,0.12630673547704113,0.037985188898384946,0.19418986125690763,5000,161,4.690773963032875,0.8548395150998434,25.73975580632489,0.07516928833962083,False,0.09699515024248788,13,20000,"closed group = exactly 1 model (gemini), and gemini is also the ONLY model affected by the Vertex temperature-drop deviation in openrouter_B replicates (91 of its cells). The open/closed contrast on flip rate is therefore doubly confounded: model identity AND protocol deviation both land on the same side of the contrast. See sensitivity='excl_vertex_gemini_B'. ADDITIONALLY: this scope pools openrouter_A and tailscale_A (condition A across both providers) — descriptive completeness only; the clean condition-A-vs-B comparison (provider held fixed) uses the openrouter_A/openrouter_B rows, not this one.",,"not corrected (robustness/sensitivity check on the main-row hypothesis, not an added hypothesis)"
