arm,source_key,question_id,model,run_index,status,selected_letter,correct_letter,strict_correct,upstream,temperature_honoured,n_attempts,latency_ms,request_sha256,parse_status
openrouter_A,andalucia|2021|cuestionario-practico|117,n012,google/gemini-3.6-flash,2,scored,d,b,FALSE,google-ai-studio,TRUE,1,5349,e1b52c81e906cc47f1c882eaec36a9e433946842a2920dd64cea9c6db29038c4,ok
openrouter_A,andalucia|2021|cuestionario-practico|117,n012,google/gemini-3.6-flash,3,scored,d,b,FALSE,google-ai-studio,TRUE,1,7848,e1b52c81e906cc47f1c882eaec36a9e433946842a2920dd64cea9c6db29038c4,ok
openrouter_A,andalucia|2021|cuestionario-teorico|31,b326,google/gemini-3.6-flash,2,scored,b,c,FALSE,google-ai-studio,TRUE,1,5108,89464fde5e3453d47e0b6d0cd4c0d5a2dbd6a9c73d37a249dafe5623b0aa7016,ok
openrouter_A,andalucia|2021|cuestionario-teorico|31,b326,google/gemini-3.6-flash,3,scored,b,c,FALSE,google-ai-studio,TRUE,1,4888,89464fde5e3453d47e0b6d0cd4c0d5a2dbd6a9c73d37a249dafe5623b0aa7016,ok
openrouter_A,aragon|2017|reserva-especifica|108,b470,google/gemini-3.6-flash,2,scored,d,b,FALSE,google-ai-studio,TRUE,1,3431,4a565321de206b1450a71aad3a873fa848567bfa0138e8aa01ccc9ddbe44eccb,ok
openrouter_A,aragon|2017|reserva-especifica|108,b470,google/gemini-3.6-flash,3,scored,d,b,FALSE,google-ai-studio,TRUE,1,3910,4a565321de206b1450a71aad3a873fa848567bfa0138e8aa01ccc9ddbe44eccb,ok
openrouter_A,castilla-y-leon|2019|main|116,n130,google/gemini-3.6-flash,2,scored,b,c,FALSE,google-ai-studio,TRUE,1,17291,0117a758dc8c0cfe8f4346808605cc81cf85c50673af74b688e30afe48fd3ac3,ok
openrouter_A,castilla-y-leon|2019|main|116,n130,google/gemini-3.6-flash,3,scored,b,c,FALSE,google-ai-studio,TRUE,1,10883,0117a758dc8c0cfe8f4346808605cc81cf85c50673af74b688e30afe48fd3ac3,ok
openrouter_A,comunidad-de-madrid|2021|main|123,b413,google/gemini-3.6-flash,2,scored,a,d,FALSE,google-ai-studio,TRUE,1,27928,206ff3d4cde1e437611ab9a0ee1f2ccff0cefd073e123c7ba0a72e7e97928e4a,ok
openrouter_A,comunidad-de-madrid|2021|main|123,b413,google/gemini-3.6-flash,3,scored,a,d,FALSE,google-ai-studio,TRUE,1,6399,206ff3d4cde1e437611ab9a0ee1f2ccff0cefd073e123c7ba0a72e7e97928e4a,ok
openrouter_A,comunitat-valenciana|2022|main|24,b224,google/gemini-3.6-flash,2,scored,b,c,FALSE,google-ai-studio,TRUE,1,20138,9d0c3371cf65a303fc493141d24afc58f1726f5b679d2be3b3767794c52ac248,ok
openrouter_A,comunitat-valenciana|2022|main|24,b224,google/gemini-3.6-flash,3,scored,d,c,FALSE,google-ai-studio,TRUE,1,27215,9d0c3371cf65a303fc493141d24afc58f1726f5b679d2be3b3767794c52ac248,ok
openrouter_A,galicia|2016|main|87,n141,google/gemini-3.6-flash,2,scored,a,c,FALSE,google-ai-studio,TRUE,1,6144,84f5cad0ecfce72f9bd08a290b8a34db65d62d3907f7b30c90294a9ae3a8b865,ok
openrouter_A,galicia|2016|main|87,n141,google/gemini-3.6-flash,3,scored,a,c,FALSE,google-ai-studio,TRUE,1,4578,84f5cad0ecfce72f9bd08a290b8a34db65d62d3907f7b30c90294a9ae3a8b865,ok
