arm,condition,source_key,question_id,model,correct_letter,run1_selected_letter,run1_strict_correct,run2_selected_letter,run2_strict_correct,run2_status,run3_selected_letter,run3_strict_correct,run3_status,n_runs_scored,run2_upstream,run3_upstream,temperature_honoured,flipped_to_correct,n_correct_across_replicates
openrouter_A,A,illes-balears|2022|caso-5|104,b101,google/gemma-4-26b-a4b-it,c,d,FALSE,d,FALSE,scored,d,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,illes-balears|2022|caso-5|109,b106,google/gemma-4-26b-a4b-it,d,b,FALSE,b,FALSE,scored,b,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,illes-balears|2022|caso-5|109,b106,qwen/qwen3.6-35b-a3b,d,b,FALSE,d,TRUE,scored,c,FALSE,scored,2,,,TRUE,TRUE,1
openrouter_A,A,illes-balears|2022|caso-5|110,b107,google/gemma-4-26b-a4b-it,c,a,FALSE,a,FALSE,scored,a,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,illes-balears|2022|caso-1|11,b11,google/gemma-4-26b-a4b-it,c,a,FALSE,a,FALSE,scored,a,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,illes-balears|2022|caso-1|11,b11,qwen/qwen3.6-35b-a3b,c,d,FALSE,d,FALSE,scored,d,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,illes-balears|2022|caso-5|113,b110,z-ai/glm-5.2,c,b,FALSE,b,FALSE,scored,b,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,illes-balears|2022|caso-5|118,b115,google/gemma-4-26b-a4b-it,c,a,FALSE,a,FALSE,scored,a,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,illes-balears|2022|caso-5|118,b115,z-ai/glm-5.2,c,a,FALSE,a,FALSE,scored,a,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,illes-balears|2022|caso-5|119,b116,google/gemma-4-26b-a4b-it,c,d,FALSE,d,FALSE,scored,d,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,illes-balears|2022|caso-6|124,b121,google/gemma-4-26b-a4b-it,c,d,FALSE,d,FALSE,scored,d,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,illes-balears|2022|caso-1|14,b13,google/gemma-4-26b-a4b-it,c,b,FALSE,b,FALSE,scored,b,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,illes-balears|2022|caso-6|137,b134,qwen/qwen3.6-35b-a3b,b,d,FALSE,d,FALSE,scored,d,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,illes-balears|2022|caso-6|140,b137,qwen/qwen3.6-35b-a3b,b,d,FALSE,b,TRUE,scored,a,FALSE,scored,2,,,TRUE,TRUE,1
openrouter_A,A,navarra|2022|caso-clinico-1|92,b167,google/gemma-4-26b-a4b-it,d,b,FALSE,b,FALSE,scored,b,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,navarra|2022|caso-clinico-1|92,b167,qwen/qwen3.6-35b-a3b,d,b,FALSE,b,FALSE,scored,b,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,navarra|2022|caso-clinico-1|95,b170,google/gemini-3.6-flash,d,b,FALSE,b,FALSE,scored,b,FALSE,scored,2,google-ai-studio,google-ai-studio,TRUE,FALSE,0
openrouter_A,A,navarra|2022|caso-clinico-1|95,b170,qwen/qwen3.6-35b-a3b,d,b,FALSE,b,FALSE,scored,b,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,navarra|2022|caso-clinico-1|95,b170,z-ai/glm-5.2,d,c,FALSE,b,FALSE,scored,b,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,navarra|2022|caso-clinico-2|99,b174,google/gemma-4-26b-a4b-it,d,a,FALSE,a,FALSE,scored,a,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,navarra|2022|caso-clinico-2|99,b174,qwen/qwen3.6-35b-a3b,d,a,FALSE,a,FALSE,scored,d,TRUE,scored,2,,,TRUE,TRUE,1
openrouter_A,A,comunitat-valenciana|2022|main-47-80|56,b194,google/gemma-4-26b-a4b-it,c,d,FALSE,d,FALSE,scored,d,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,castilla-la-mancha|2017|main|53,b206,google/gemma-4-26b-a4b-it,c,d,FALSE,c,TRUE,scored,d,FALSE,scored,2,,,TRUE,TRUE,1
openrouter_A,A,region-de-murcia|2019|main|99,b207,google/gemma-4-26b-a4b-it,d,a,FALSE,a,FALSE,scored,a,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,la-rioja|2021|reserva|103,b208,qwen/qwen3.6-35b-a3b,c,d,FALSE,c,TRUE,scored,c,TRUE,scored,2,,,TRUE,TRUE,2
openrouter_A,A,la-rioja|2021|reserva|103,b208,z-ai/glm-5.2,c,d,FALSE,d,FALSE,scored,d,FALSE,scored,2,,,TRUE,FALSE,0
openrouter_A,A,comunitat-valenciana|2022|main-47-80|77,b210,google/gemma-4-26b-a4b-it,c,a,FALSE,a,FALSE,scored,a,FALSE,scored,2,,,TRUE,FALSE,0
